Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Breadcrumbs_downgraded,Add +[shield]1|[gray](Reuseable),2,inflictself(SHIELD);,Regenerate,REQUIRE1|REQUIRE1,,ORANGE,,,,,-1,YES,NO,vanilla,,,,,,,,,,,,
Breadcrumbs_upgraded,Heal +[heart]1[;] add +[shield]1|[gray](Reuseable),2,attackself(-1); inflictself(SHIELD);,Regenerate,REQUIRE1,,ORANGE,,,,,-1,YES,NO,vanilla,,,,,,,,,,,,
Echo Blast,Do [weaken]<d6> damage|[]+[weaken]2 weaken,2,attack(d[;] WEAKEN); inflict(WEAKEN[;] 2);,Plasma Gun,ODD,,ORANGE,change_power,complicate,weaken,,0,NO,NO,vanilla,,,,,,,,,,,,
Echo Blast_upgraded,Do [weaken]<d6> damage|[]+[weaken]2 weaken,2,attack(d[;] WEAKEN); inflict(WEAKEN[;] 2);,Plasma Gun,ODD|FREE1,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Crystallize,Create a random|crystal weapon,2,if(!simulation) { runscript(~diceydungeons/crystalweapon~[;][[~Earth~[;]~Fire~[;]~Air~[;]~Ice~[;]~Power~[;]~Smokey~[;]~Life~[;]~Hollow~][;]~~[;]e[;]self]); },Magic Six,COUNTDOWN,6,GRAY,change_requirements,change_power,,,0,YES,NO,excludefromrandomlists|cannotreuse|curseavoid|vanilla,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Crystallize_upgraded,Create a random|crystal weapon,2,if(!simulation) { runscript(~diceydungeons/crystalweapon~[;][[~Earth~[;]~Fire~[;]~Air~[;]~Ice~[;]~Power~[;]~Smokey~[;]~Life~[;]~Hollow~][;]~+~[;]e[;]self]); },Magic Six,COUNTDOWN,6,GRAY,,,,,0,YES,NO,excludefromrandomlists|cannotreuse|curseavoid|vanilla,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Crystallize_downgraded,Create a random|crystal weapon,2,if(!simulation) { runscript(~diceydungeons/crystalweapon~[;][[~Earth~[;]~Fire~[;]~Air~[;]~Ice~[;]~Power~[;]~Smokey~[;]~Life~[;]~Hollow~][;]~-~[;]e[;]self]); },Magic Six,COUNTDOWN,6,GRAY,,,,,0,YES,NO,excludefromrandomlists|cannotreuse|curseavoid|vanilla,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Crystallize@attack,Create a random|crystal weapon,2,if(!simulation) { runscript(~diceydungeons/crystalweapon~[;][[~Earth~[;]~Fire~[;]~Air~[;]~Ice~[;]~Hollow~][;]~~[;]e[;]self]); } sfx(~_thinghappens~);,Magic Six,COUNTDOWN,6,GRAY,change_requirements,change_power,,,0,YES,NO,excludefromrandomlists|cannotreuse|curseavoid|vanilla,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Crystallize@attack_upgraded,Create a random|crystal weapon,2,if(!simulation) { runscript(~diceydungeons/crystalweapon~[;][[~Earth~[;]~Fire~[;]~Air~[;]~Ice~[;]~Hollow~][;]~+~[;]e[;]self]); } sfx(~_thinghappens~);,Magic Six,COUNTDOWN,6,GRAY,,,,,0,YES,NO,excludefromrandomlists|cannotreuse|curseavoid|vanilla,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Crystallize@attack_downgraded,Create a random|crystal weapon,2,if(!simulation) { runscript(~diceydungeons/crystalweapon~[;][[~Earth~[;]~Fire~[;]~Air~[;]~Ice~[;]~Hollow~][;]~-~[;]e[;]self]); } sfx(~_thinghappens~);,Magic Six,COUNTDOWN,6,GRAY,,,,,0,YES,NO,excludefromrandomlists|cannotreuse|curseavoid|vanilla,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Earth Crystal,Do [weaken]<d6> damage|[weaken]Weakens enemy,2,attack(d[;] WEAKEN); inflict(WEAKEN);,Plasma Gun,ODD,,ORANGE,simplify,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Fire Crystal,Deal [fire]<d6> damage|Burn [fire]1 dice,2,attack(d[;] FIRE); inflict(FIRE);,Ember,EVEN,,RED,simplify,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Air Crystal,Do [shock]<d6> damage[;]|[]+[shock]1 shock,2,attack(d[;] SHOCK); inflict(SHOCK);,Zap,EVEN,,YELLOW,simplify,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Ice Crystal,Do [ice]<d6> damage[;]|Freeze [ice]1 dice,2,attack(d[;] ICE); inflict(ICE);,Refrigerator,ODD,,BRIGHTCYAN,simplify,complicate,ice,,0,NO,NO,vanilla,,,,,,,,,,,,
Power Crystal,Gain a random blessing,2,var randomstatus = SHIELD; if(getstatusself(FURY) == 0) { randomstatus = rand([SHIELD[;]FURY[;]REDUCE[;]REEQUIPNEXT[;]DODGE]); }else { randomstatus = rand([SHIELD[;]REDUCE[;]REEQUIPNEXT[;]DODGE]); } var a = 1; if (randomstatus == SHIELD) a = 4; if (randomstatus == REDUCE) a = 2; inflictself(randomstatus[;] a); if(randomstatus == REEQUIPNEXT) randomstatus = ~recycle~; if(randomstatus == REDUCE) randomstatus = ~shield~; sfx(~_~ + randomstatus.toLowerCase()[;]~~[;]0.2);,Power Up,EVEN,,PURPLE,simplify,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,donothing();,
Smokey Crystal,Curse enemy,2,inflict(CURSE);,Cackle,ODD,,PURPLE,simplify,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Life Crystal,Recover [heal]<d6> health,2,attackself(-d);,Regenerate,MAX4,,GREEN,increaserange,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,,
Hollow Crystal,Do [sword]<d6> damage,2,attack(d);,Plasma Gun,NORMAL,,GRAY,add2,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Catastrophe,Inflict [shock] shock[;]|[fire] burn[;] and [ice] freeze,1,inflict(SHOCK); inflict(ICE); inflict(FIRE);,Oh No!,COUNTDOWN,7,YELLOW,change_power,change_power,,,0,NO,NO,vanilla,1,,,,,,,,,,,
Catastrophe_upgraded,Inflict [shock]2 shock[;]|[fire]2 burn[;] [ice]2 freeze,1,inflict(SHOCK[;] 2); inflict(ICE[;] 2); inflict(FIRE[;] 2);,Oh No!,COUNTDOWN,7,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Catastrophe_downgraded,Inflict [shock] shock[;]|[fire] burn[;] or [ice] freeze,1,var randstatus = rand([SHOCK[;]FIRE[;]ICE]); inflict(randstatus[;]1); sfx(~_~ + randstatus.toLowerCase()[;]~~[;]0.2);,Oh No!,COUNTDOWN,7,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Whip,Do [fire]<d6> damage[;]|on 6[;] inflict [fire]1 burn,2,attack(d[;] FIRE); if(d == 6) inflict(FIRE);,Blowtorch,NORMAL,,RED,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Whip_upgraded,Do [fire]<d6> damage[;]|on 6[;] inflict [fire]2 burn,2,attack(d[;] FIRE); if(d == 6) inflict(FIRE[;] 2);,Blowtorch,NORMAL,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Whip_downgraded,Do [fire]<d6> damage,2,attack(d[;] FIRE);,Blowtorch,NORMAL,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Stumble,Lose [heart]1 health,2,pierceattackself(1);,Time Stop,NORMAL,,PURPLE,change_backfire,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,,
Stumble_upgraded,Lose [heart]1 health[;]|return the dice,2,pierceattackself(1); givedice(d);,Time Stop,NORMAL,,PURPLE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Stumble_downgraded,Lose [heart]2 health,2,pierceattackself(2);,Time Stop,NORMAL,,PURPLE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Bop,Do [sword]3 damage,2,attack(3); if(!simulation){ self.setvar(~bopcount~[;] self.getvar(~bopcount~) + 1); },Bubble Gun,MIN3,,YELLOW,change_power,change_power,,,0,NO,NO,vanilla,,self.setvar(~bopcount~[;] 0);,self.setvar(~bopcount~[;] 0);,,,,,,,,,
Bop_upgraded,Do [sword]5 damage,2,attack(5); if(!simulation){ self.setvar(~bopcount~[;] self.getvar(~bopcount~) + 1); },Bubble Gun,MIN3,,YELLOW,,,,,0,NO,NO,vanilla,,self.setvar(~bopcount~[;] 0);,self.setvar(~bopcount~[;] 0);,,,,,,,,,
Bop_downgraded,Do [sword]2 damage,2,attack(2); if(!simulation){ self.setvar(~bopcount~[;] self.getvar(~bopcount~) + 1); },Bubble Gun,MIN3,,YELLOW,,,,,0,NO,NO,vanilla,,self.setvar(~bopcount~[;] 0);,self.setvar(~bopcount~[;] 0);,,,,,,,,,
Deflect,Block [shield]2 damage,2,inflictself(SHIELD[;] 2);,Barricade,NORMAL,,ORANGE,change_power,complicate,,,0,YES,NO,vanilla,,,,,,,,,,,,
Deflect_upgraded,Block [shield]3 damage,2,inflictself(SHIELD[;] 3);,Barricade,NORMAL,,ORANGE,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Call for Backup Warrior,Warrior Smash|[sword]<var:bopcount> dmg[;] +1 per bop,2,attack(self.getvar(~bopcount~));,Lucky Shot,,,BRIGHTCYAN,,change_power,,none,0,NO,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,self.setvar(~bopcount~[;] 0);,self.setvar(~bopcount~[;] 0);,,,,,,,,,
Call for Backup Thief,Yoink|Borrow equipment,2,/* $var enemyequipment = []; */ for (eq in target.equipment){ if(!eq.hastag(~cannotsteal~)){ enemyequipment.push(eq); } } if(enemyequipment.length > 0){ var randomequipment = rand(enemyequipment); replacemewith(randomequipment.name + randomequipment.namemodifier); }$,Steal,,,GREEN,,change_power,,none,0,NO,NO,excludefromrandomlists|cannotsteal|powercard|curseavoid|vanilla,,,,,,,,,,,,
Call for Backup Robot,Slot Machine|Get random equipment,2,/* $replacemewith(rand(getequipmentlist(null[;][][;][~skillcard~[;]~excludefromrandomlists~[;]~robotonly~[;]~witchonly~[;]~onceperbattle~[;]~alternateversion~]))[;] -1); */ $,Reversal,,,GRAY,,change_power,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,,,,,,,,,,,
Call for Backup Witch,Magic Trick|Discard current hand,2,/* $e.preventdefault = true; */ Deck.discardhand(); sfx(~jester_discard~); $,Regenerate,,,PURPLE,,change_power,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,,,,,,,,,,,
Call for Backup Inventor,Inspiration|Copy next card,2,/* $e.preventdefault = true; */ Deck.copynextcard(self[;] e); $,Time Stop,,,ORANGE,,change_power,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,,,,,,,,,,,
Call for Backup Warrior_downgraded,Pea Gun|Do [sword]3 damage,2,attack(3);,Lucky Shot,,,BRIGHTCYAN,,,,none,0,NO,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,,,,,,,,,,,
Call for Backup Thief_downgraded,Snake Eyes|Roll 2 ones,2,givedice([1[;] 1]);,Steal,,,GREEN,,,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,,,,,,,,,,,
Call for Backup Robot_downgraded,Regenerate|Heal [heal]3 health,2,attackself(-3);,Reversal,,,GRAY,,,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,,,,,,,,,,,
Call for Backup Witch_downgraded,Magic Dice|Roll an extra dice,2,givedice();,Regenerate,,,PURPLE,,,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,,,,,,,,,,,
Call for Backup Inventor_downgraded,Barricade|Shield +[shield]3,2,inflictself(SHIELD[;] 3);,Time Stop,,,ORANGE,,,,none,0,YES,NO,excludefromrandomlists|powercard|curseavoid|vanilla,,,,,,,,,,,,
Sweets,Heal [heal]2. If above max hp[;]|convert excess to shield,2,if(self.maxhp - self.hp == 0) { inflictself(SHIELD[;] 2); sfx(~_shield~[;]~~[;]0.2); } else if(self.maxhp - self.hp == 1) { inflictself(SHIELD[;] 1); attackself(-1); sfx(~_shield~[;]~~[;]0.2); } else { attackself(-2); sfx(~_heal~); },Regenerate,NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,vanilla,,,,,,,,,,,,
Sweets_upgraded,Heal [heal]3. If above max hp[;]|convert excess to shield,2,if(self.maxhp - self.hp == 0) { inflictself(SHIELD[;] 3); sfx(~_shield~[;]~~[;]0.2); } else if(self.maxhp - self.hp == 1) { inflictself(SHIELD[;] 2); attackself(-1); sfx(~_shield~[;]~~[;]0.2); } else if(self.maxhp - self.hp == 2) { inflictself(SHIELD[;] 1); attackself(-2); sfx(~_shield~[;]~~[;]0.2); } else { attackself(-3); sfx(~_heal~); },Regenerate,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Sweets_downgraded,Heal [heal]1 health,2,attackself(-1);,Regenerate,NORMAL,,GREEN,,,,,0,YES,NO,vanilla,,,,,,,,,,,,
Liquorice,Add [poison]2 poison,2,inflict(POISON[;] 2);,Poison Arrow,COUNTDOWN,2,PURPLE,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Liquorice_upgraded,Add [poison]3 poison,2,inflict(POISON[;] 3);,Poison Arrow,COUNTDOWN,2,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Liquorice_downgraded,Add [poison]1 poison,2,inflict(POISON[;] 1);,Poison Arrow,COUNTDOWN,2,PURPLE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Wind up Fist,Do [sword]5 damage,2,attack(5);,Catapult,COUNTDOWN,7,YELLOW,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Wind up Fist_upgraded,Do [sword]11 damage,2,attack(11);,Catapult,COUNTDOWN,7,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Wind up Fist_downgraded,Do [sword]4 damage,2,attack(4);,Catapult,COUNTDOWN,7,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Buzzer,Inflict [shock]1 shock,1,inflict(SHOCK);,Static Shock,EVEN,,YELLOW,change_requirements,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Buzzer_upgraded,Inflict [shock]1 shock,1,inflict(SHOCK);,Static Shock,NORMAL,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Punchline,Do [sword]5 damage,2,attack(5);,Catapult,EVEN,,ORANGE,simplify,change_power,,,0,NO,NO,finale|vanilla,,,,,,,,,,,,
Punchline_downgraded,Do [sword]2 damage,2,attack(2);,Catapult,EVEN,,ORANGE,,,,,0,NO,NO,finale|vanilla,,,,,,,,,,,,
Dice Cannon,Do [sword]1 damage|[gray](Reuseable),2,attack(1);,Catapult,NORMAL,,ORANGE,change_power,complicate,,,-1,NO,NO,finale|vanilla,,,,,,,,,,,,
Dice Cannon_upgraded,Do [sword]2 damage|[gray](Reuseable),2,attack(2);,Catapult,NORMAL,,ORANGE,,,,,-1,NO,NO,finale|vanilla,,,,,,,,,,,,
Grand Finale,Do [sword]15 damage,2,attack(15);,Time Stop,COUNTDOWN,20,ORANGE,change_power,change_power,,,0,NO,NO,finale|vanilla,,,,,,,,,,,,
Grand Finale_upgraded,Do [sword]15 damage,2,attack(15);,Time Stop,COUNTDOWN,12,ORANGE,,,,,0,NO,NO,finale|vanilla,,,,,,,,,,,,
Grand Finale_downgraded,Do [sword]5 damage,2,attack(5);,Time Stop,COUNTDOWN,20,ORANGE,,,,,0,NO,NO,finale|vanilla,,,,,,,,,,,,
Grand Finale_weakened,Do [sword]5 damage,2,attack(5);,Time Stop,COUNTDOWN,12,ORANGE,,,,,0,NO,NO,finale|vanilla,,,,,,,,,,,,
Encore,Take an extra turn|[gray](once per battle),2,inflictself(EXTRATURN);,Time Stop,COUNTDOWN,12,ORANGE,halfcountdown,noeffect,,,0,YES,YES,finale|vanilla,,,,,,,,,,,,
Finders Keepers,After the battle[comma] keep|one piece of equipment,2,if(!simulation){ self.finderskeepers = 1; screenshake(); e.changeslots([]); e.fulldescription = ~After the battle[comma] keep[newline]one piece of equipment[newline][gray](activated)~; var sourceequipment = e.getvar(~sourceequipment~); if(sourceequipment != null && sourceequipment != e) { sourceequipment.animate(~flashandshake~); sourceequipment.changeslots([]); sourceequipment.fulldescription = e.fulldescription; } },Time Stop,COUNTDOWN,12,GRAY,,,,,0,NO,NO,excludefromrandomlists|cannotsteal|vanilla,,e.setvar(~sourceequipment~[;]e); e.changeslots([~COUNTDOWN_12~]); e.fulldescription = ~After the battle[comma] keep[newline]one piece of equipment~;,e.changeslots([~COUNTDOWN_12~]); e.fulldescription = ~After the battle[comma] keep[newline]one piece of equipment~; e.resetvar(~sourceequipment~);,e.setvar(~sourceequipment~[;]e);,,,,,,,,
Grindstone,Increase all equipment|durability by 1,1,if(simulation){ bonus(-1000); } else { for(eq in self.equipment){ if(eq.name != ~Grindstone~ ){ eq.totalusesremaining++; eq.animate(~flash~); } } },Barricade,REQUIRE6,,GRAY,simplify,doublerequirements,,,0,YES,NO,excludefromrandomlists|vanilla,,,,,,,,,,,,
Silver Dagger,Do [sword]<d6> damage[;]|if odd[;] get a new dice,1,attack(d); if(d % 2 == 1) givedice();,Overload,MAX4,,GRAY,simplify,decreaserange,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d % 2 == 1) givedice();
Gold Dagger,Do [sword]<d6> damage[;]|if even[;] get a new dice,1,attack(d); if(d % 2 == 0) givedice();,Harvest,MAX4,,YELLOW,simplify,decreaserange,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d % 2 == 0) givedice();
Ice Shatter,Do [ice]<d6> damage[;]|+[ice]3 if enemy is frozen,2,if(getstatus(ICE) > 0) { attack((d + 3)[;] ICE); } else { attack((d)[;] ICE); },Arctic Storm,NORMAL,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Ice Shatter_upgraded,Do [ice]<d6> damage[;]|double if enemy is frozen,2,if(getstatus(ICE) > 0) { attack((d * 2)[;] ICE); } else { attack((d)[;] ICE); },Arctic Storm,NORMAL,,BRIGHTCYAN,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Ice Shatter_downgraded,Do [ice]<d6> damage[;]|+[ice]3 if enemy is frozen,2,if(getstatus(ICE) > 0) { attack((d + 3)[;] ICE); } else { attack((d)[;] ICE); },Arctic Storm,MAX3,,BRIGHTCYAN,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Flame Blast,Do [fire]6 damage for|each burning enemy dice,2,attack(getstatus(FIRE) * 6[;] FIRE);,Hellfire,COUNTDOWN,4,RED,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Flame Blast_upgraded,Do [fire]7 damage for|each burning enemy dice,2,attack(getstatus(FIRE) * 7[;] FIRE);,Hellfire,COUNTDOWN,4,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Flame Blast_downgraded,Do [fire]4 damage for|each burning enemy dice,2,attack(getstatus(FIRE) * 4[;] FIRE);,Hellfire,COUNTDOWN,4,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
High Voltage,Do [shock]<d6> damage[;] return|dice if enemy is shocked,2,if(getstatus(SHOCK) > 0) { givedice(d); } attack((d)[;] SHOCK);,Zap,MAX4,,YELLOW,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,if(getstatus(SHOCK) > 0) { givedice(d); }
High Voltage_upgraded,Do [shock]<d6> damage[;] return|dice if enemy is shocked,2,if(getstatus(SHOCK) > 0) { givedice(d); } attack((d)[;] SHOCK);,Zap,MAX5,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(getstatus(SHOCK) > 0) { givedice(d); }
High Voltage_downgraded,Do [shock]<d6> damage[;] return|dice if enemy is shocked,2,if(getstatus(SHOCK) > 0) { givedice(d); } attack((d)[;] SHOCK);,Zap,MAX2,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(getstatus(SHOCK) > 0) { givedice(d); }
Resonance,Do [weaken]3 damage[;]|+[weaken]2 if enemy is weak,2,if(getstatus(WEAKEN) > 0) { attack((5)[;] WEAKEN); } else { attack((3)[;] WEAKEN); },Scream,ODD,,ORANGE,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Resonance_upgraded,Do [weaken]3 damage[;]|+[weaken]4 if enemy is weak,2,if(getstatus(WEAKEN) > 0) { attack((7)[;] WEAKEN); } else { attack((3)[;] WEAKEN); },Scream,ODD,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Resonance_downgraded,Do [weaken]1 damage[;]|+[weaken]2 if enemy is weak,2,if(getstatus(WEAKEN) > 0) { attack((3)[;] WEAKEN); } else { attack((1)[;] WEAKEN); },Scream,ODD,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Spark,Burns [fire]1 dice,1,inflict(FIRE);,Blowtorch,EVEN,,RED,simplify,complicate,,,0,NO,NO,vanilla,1,,,,,,,,,,,
Snowflake,Freeze [ice]1 dice,1,inflict(ICE);,Refrigerator,ODD,,BRIGHTCYAN,simplify,complicate,,,0,NO,NO,vanilla,1,,,,,,,,,,,
Whisper,Weaken [weaken]1 equipment,1,inflict(WEAKEN);,Theremin,ODD,,ORANGE,simplify,complicate,,,0,NO,NO,vanilla,,,,,,,,,,,,
Spare 1,A spare one,1,,Magic Dice,SPARE1,,YELLOW,change_power,burnsparedice,,none,0,YES,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,1,,,,,,,,,,,
Spare 1_upgraded,A spare one[;]|Do [sword]2 damage,1,attack(2);,Magic Dice,SPARE1,,YELLOW,,,,none,0,NO,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,,,,,,,,,,,,
Spare 2,A spare two,1,,Magic Dice,SPARE2,,YELLOW,change_power,burnsparedice,,none,0,YES,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,1,,,,,,,,,,,
Spare 2_upgraded,A spare two[;]|Do [sword]2 damage,1,attack(2);,Magic Dice,SPARE2,,YELLOW,,,,none,0,NO,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,,,,,,,,,,,,
Spare 3,A spare three,1,,Magic Dice,SPARE3,,YELLOW,change_power,burnsparedice,,none,0,YES,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,1,,,,,,,,,,,
Spare 3_upgraded,A spare three[;]|Do [sword]2 damage,1,attack(2);,Magic Dice,SPARE3,,YELLOW,,,,none,0,NO,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,,,,,,,,,,,,
Spare 4,A spare four,1,,Magic Dice,SPARE4,,YELLOW,change_power,burnsparedice,,none,0,YES,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,1,,,,,,,,,,,
Spare 4_upgraded,A spare four[;]|Do [sword]2 damage,1,attack(2);,Magic Dice,SPARE4,,YELLOW,,,,none,0,NO,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,,,,,,,,,,,,
Spare 5,A spare five,1,,Magic Dice,SPARE5,,YELLOW,change_power,burnsparedice,,none,0,YES,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,1,,,,,,,,,,,
Spare 5_upgraded,A spare five[;]|Do [sword]2 damage,1,attack(2);,Magic Dice,SPARE5,,YELLOW,,,,none,0,NO,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,,,,,,,,,,,,
Spare 6,A spare six,1,,Magic Six,SPARE6,,YELLOW,change_power,burnsparedice,,none,0,YES,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,1,,,,,,,,,,,
Spare 6_upgraded,A spare six[;]|Do [sword]2 damage,1,attack(2);,Magic Six,SPARE6,,YELLOW,,,,none,0,NO,NO,curseavoid|excludefromrandomlists|cannotreuse|vanilla,,,,,,,,,,,,
Boop,Do [sword]2 damage,2,attack(2);,Bubble Gun,NORMAL,,RED,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Boop_upgraded,Do [sword]2 damage[;]|return the dice,2,attack(2); givedice(d);,Bubble Gun,NORMAL,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,givedice(d);
Boop_downgraded,Do [sword]1 damage,2,attack(1);,Bubble Gun,NORMAL,,RED,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Delete,Permanently delete the|first card in your hand,2,if(simulation) { bonus(-1000); } else { var firstcard = Deck.getcard(0); if(firstcard != null) firstcard.delete(); },Time Stop,COUNTDOWN,5,GRAY,,,,,-1,YES,NO,curseavoid|excludefromrandomlists|hidereuseable|vanilla,,,,,,,,,,,,
Venus Fly Trap,Do [sword]<d6> damage[;]|on 6[;] restore [heal]2 health,2,attack(d); if(d == 6) { bonus(2000); attackself(-2); } if(d < 6) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_heal~[;]~~[;]0.2); },Regenerate,NORMAL,,GREEN,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d == 6) { attackself(-2); sfx(~_heal~[;]~~[;]0.2); }
Venus Fly Trap_downgraded,Do [sword]<d6> damage[;]|on 3[;] restore [heal]1 health,2,attack(d); if(d == 3) { bonus(2000); attackself(-1); } if(d < 3) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_heal~[;]~~[;]0.2); },Regenerate,MAX3,,GREEN,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d == 3) { attackself(-1); sfx(~_heal~[;]~~[;]0.2); }
Venus Fly Trap_upgraded,Do [sword]<d6> damage[;]|on 6[;] restore [heal]3 health,2,attack(d); if(d == 6) { bonus(2000); attackself(-3); } if(d < 6) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_heal~[;]~~[;]0.2); },Regenerate,NORMAL,,GREEN,,,,,0,NO,NO,vanilla,,,,,,,,,,,,if(d == 6) { attackself(-3); sfx(~_heal~[;]~~[;]0.2); }
Teleport Spell,Dodge next attack,1,inflictself(DODGE);,Quick Thinking,REQUIRE5,,YELLOW,simplify,noeffect,dodge,,0,YES,NO,vanilla,1,,,,,,,,,,,
Earth Spell,Deal [weaken]5 damage|Weaken [weaken]2 equipment,1,attack(5[;] WEAKEN); inflict(WEAKEN[;] 2);,Burrower,REQUIRE3,,ORANGE,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Earth Spell_downgraded,Deal [weaken]5 damage|Weaken [weaken]1 equipment,1,attack(5[;] WEAKEN); inflict(WEAKEN[;] 1);,Burrower,REQUIRE3,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Earth Spell_upgraded,Deal [weaken]5 damage|Weaken [weaken]3 equipment,1,attack(5[;] WEAKEN); inflict(WEAKEN[;] 3);,Burrower,REQUIRE3,,ORANGE,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
Thunder Spell,Deal [shock]5 damage|Shock [shock]2 equipment,1,attack(5[;] SHOCK); inflict(SHOCK[;] 2);,Jackhammer,REQUIRE4,,YELLOW,change_power,change_power,,,0,NO,NO,vanilla,,,,,,,,,,,,
Thunder Spell_downgraded,Deal [shock]5 damage|Shock [shock]1 equipment,1,attack(5[;] SHOCK); inflict(SHOCK[;] 1);,Jackhammer,REQUIRE4,,YELLOW,,,,,0,NO,NO,vanilla,,,,,,,,,,,,
