Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Silver Sword_upgraded,Do [sword]<d6> dmg[;] on odd[;]|this can kill vampires,2,if(d % 2 == 1 && target.hp <= d && getstatus(VAMPIRE) > 0) { removestatus(VAMPIRE[;] ALL); } attack(d); sfxdamage(target[;]d);,Heat Ray,NORMAL|FREE2,,GRAY,,,,,0,NO,NO,ncr,,if(target.innate.indexOf(~vampire~) != -1 && !Rules.hasalternate(~vampire~)) { for(i in 0...target.innate.length) { if(target.innate[i] == ~vampire~) { inflict(VAMPIRE); target.innate[i] = ~can only be killed with a ~ + e.displayname.toLowerCase(); } } },,,,,,,,,,
Technology,Do [sword]<d6>[;] +1 dmg per turn|[80%][gray]''A little overbearing sometimes''[],1,attack(d); sfxdamage(target[;]d);,Emulator,MAX4,,YELLOW,change_power,change_function,,,0,NO,NO,ncr,1,,e.changeslots([e.getslots()[0]]);,var g = e.getslots(); if(g.length == 1 && turn > 1) { e.changeslots([g[0][;]~FREE1~]); },,,,if(target.hp > 0) { var g = e.getslots(); if(g.length == 1) { e.changeslots([g[0][;]~FREE1~]); } else if(g.length == 2) { if(g[1] == ~FREE6~) { e.changeslots([g[0][;]~FREE6~[;]~FREE1~]); } else { e.changeslots([g[0][;]~FREE~ + ((g[1].split(~FREE~)[1] - 0) + 1)]); } } else if(g.length == 3) { if(g[2] != ~FREE6~) { e.changeslots([g[0][;]~FREE6~[;]~FREE~ + ((g[2].split(~FREE~)[1] - 0) + 1)]); } } },,,,
Technology_upgraded,Do [sword]<d6>[;] +1 dmg per turn|[80%][gray]''A modern quasi-religion''[],1,attack(d); sfxdamage(target[;]d);,Emulator,NORMAL,,YELLOW,,,,,0,NO,NO,ncr,,,e.changeslots([e.getslots()[0]]);,var g = e.getslots(); if(g.length == 1 && turn > 1) { e.changeslots([g[0][;]~FREE1~]); },,,,if(target.hp > 0) { var g = e.getslots(); if(g.length == 1) { e.changeslots([g[0][;]~FREE1~]); } else if(g.length == 2) { if(g[1] == ~FREE6~) { e.changeslots([g[0][;]~FREE6~[;]~FREE1~]); } else { e.changeslots([g[0][;]~FREE~ + ((g[1].split(~FREE~)[1] - 0) + 1)]); } } else if(g.length == 3) { if(g[2] != ~FREE6~) { e.changeslots([g[0][;]~FREE6~[;]~FREE~ + ((g[2].split(~FREE~)[1] - 0) + 1)]); } } },,,,
Technology_downgraded,Do [sword]<d6>[;] +1 dmg per turn|[80%][gray]''Technology works.''[],1,attack(d); sfxdamage(target[;]d);,Emulator,MAX4,,YELLOW,,,,,0,NO,NO,ncr,,,e.changeslots([e.getslots()[0]]);,var g = e.getslots(); if(g.length == 1 && turn > 1) { e.changeslots([g[0][;]~FREE1~]); },,,,if(target.hp > 0) { var g = e.getslots(); if(g.length == 1) { e.changeslots([g[0][;]~FREE1~]); } else if(g.length == 2) { if(g[1] == ~FREE6~) { e.changeslots([g[0][;]~FREE6~[;]~FREE1~]); } else { e.changeslots([g[0][;]~FREE~ + ((g[1].split(~FREE~)[1] - 0) + 1)]); } } else if(g.length == 3) { if(g[2] != ~FREE6~) { e.changeslots([g[0][;]~FREE6~[;]~FREE~ + ((g[2].split(~FREE~)[1] - 0) + 1)]); } } },,,,
Smoke Signal,Stash dice for next|turn[;] then return it,1,inflictself(~stash~+d[;]1); inflictself(~illuminate~); givedice(d);,Light Switch,MIN4,,RED,simplify,complicate,,,0,YES,NO,ncr,1,,,,,,,,,,,
Loud Yelling,Weaken [weaken]2 equipment,1,inflict(WEAKEN[;]2);,Scream,REQUIRE5,,ORANGE,simplify,change_power,,,0,NO,NO,ncr,1,,,,,,,,,,,
Loud Yelling_downgraded,Weaken [weaken]1 equipment,1,inflict(WEAKEN);,Scream,REQUIRE5,,ORANGE,,,,,0,NO,NO,ncr,,,,,,,,,,,,
Loud Brostep,Shock [shock]2 equipment,1,inflict(SHOCK[;]2);,Electrify,REQUIRE5,,YELLOW,simplify,change_power,,,0,NO,NO,ncr,1,,,,,,,,,,,
Loud Brostep_downgraded,Shock [shock]1 equipment,1,inflict(SHOCK);,Electrify,REQUIRE5,,YELLOW,,,,,0,NO,NO,ncr,,,,,,,,,,,,
Raw Energy,Do [vanish]<d6> damage[;]|Inflict [vanish]1 fade,1,sfxdamage(target[;]d); attack(d[;]VANISH); inflict(~fade~); /*inferno*/,Delude,NORMAL|NORMAL,,PINK,change_power,complicate,,,0,NO,NO,ncr,1,,,,,,,,,,,
Raw Energy_upgraded,Do [vanish]<d6> damage[;]|Inflict [vanish]2 fade,1,sfxdamage(target[;]d); attack(d[;]VANISH); inflict(~fade~[;]2);,Delude,NORMAL|NORMAL,,PINK,,,,,0,NO,NO,ncr,,,,,,,,,,,,
Sheer Will,Deal [vanish]<d6> damage|Inflict [vanish]1 fade,1,sfxdamage(target[;]d); attack(d[;]VANISH); inflict(~fade~); bonus(1000); /*burning light*/,Delude,MIN4,,PINK,simplify,change_power,,,0,NO,NO,ncr,1,,,,,,,,,,,
Sheer Will_downgraded,Deal [vanish]<d6> damage|Inflict [vanish]1 fade,1,sfxdamage(target[;]d); attack(d[;]VANISH); inflict(~fade~);,Delude,MAX3,,PINK,,,,,0,NO,NO,ncr,,,,,,,,,,,,
Bop Bop,Do [sword]3 damage. On 6[;]|drain [heart]2 health instead,1,if(d == 6) { drain(2); sfx(~_drain~); } else { attack(3); sfxdamage(target[;]3); } /*originally 'on snap; drain 2 health instead' but you will not believe how difficult it is to *replace* the effect of a card on snap rather than adding to it: github.com/TerryCavanagh/diceydungeons.com/issues/1889*/,Rejuvenate,MIN3,,PINK,change_power,change_power,,none,0,NO,NO,ncr,1,,,,,,,,,,,
Bop Bop_upgraded,Do [sword]3 damage. On 6[;]|drain [heart]3 health instead,1,if(d == 6) { drain(3); sfx(~_drain~); } else { attack(3); sfxdamage(target[;]3); },Rejuvenate,MIN3,,PINK,,,,none,0,NO,NO,ncr,,,,,,,,,,,,
Bop Bop_downgraded,Do [sword]3 damage. On 6[;]|heal [heart]2 health instead,1,if(d == 6) { attackself(-2); sfx(~_heal~); } else { attack(3); sfxdamage(target[;]3); },Rejuvenate,MIN3,,PINK,,,,none,0,NO,NO,ncr,,,,,,,,,if(d == 6) { e.castdirection = -1; } else { e.castdirection = 1; },,,if(d == 6) { attackself(-2); sfx(~_heal~); }
Ephemeral Axe,Do [sword]<double> damage|[gray](once per battle),1,attack(d / 0.5); sfxdamage(target[;]d / 0.5); /*every day it becomes stranger and stranger that i've never touched drugs in my life*/,Fury,MAX5,,PURPLE,simplify,complicate,,,0,NO,YES,ncr,1,,,,,,,,,,,
Boiling Cauldron,Take [fire]2 damage[;]|get 2 new dice,1,attackself(2[;]FIRE); sfxdamage(self[;]2); sfx(~_fire~); givedice([for(i in 0...2) rand([1[;]2[;]3[;]4[;]5[;]6])]);,Oh Shit!,NORMAL,,RED,change_power,change_power,,,0,YES,NO,ncr,1,,,,,,,,,,,
Boiling Cauldron_upgraded,Take [fire]3 damage[;]|get 3 new dice,1,attackself(3[;]FIRE); sfxdamage(self[;]3); sfx(~_fire~); givedice([for(i in 0...3) rand([1[;]2[;]3[;]4[;]5[;]6])]);,Oh Shit!,NORMAL,,RED,,,,,0,YES,NO,ncr,,,,,,,,,,,,
Boiling Cauldron_downgraded,Take [fire]1 damage[;]|get a new dice,1,attackself(1[;]FIRE); sfxdamage(self[;]1); sfx(~_fire~); givedice();,Oh Shit!,NORMAL,,RED,,,,,0,YES,NO,ncr,,,,,,,,,,,,
Polarized Cauldron,Do [sword]1 damage|Get a dice of different parity,1,attack(1); sfxdamage(target[;]1); if(d % 2 == 0) givedice(rand([1[;]3[;]5])); else givedice(rand([2[;]4[;]6]));,Broken Gadget,NORMAL,,GRAY,change_power,change_power,,,0,NO,NO,ncr,1,,,,,,,,,,,if(d % 2 == 0) givedice(rand([1[;]3[;]5])); else givedice(rand([2[;]4[;]6]));
Polarized Cauldron_upgraded,Do [sword]1 damage|Get a dice of different parity|,1,attack(1); sfxdamage(target[;]1); if(d % 2 == 0) givedice(rand([1[;]3[;]5])); else givedice(rand([2[;]4[;]6]));,Broken Gadget,NORMAL,,GRAY,,,,,2,NO,NO,ncr,,,,,,,,,,,,if(d % 2 == 0) givedice(rand([1[;]3[;]5])); else givedice(rand([2[;]4[;]6]));
Polarized Cauldron_downgraded,Do [sword]1 damage,1,attack(1); sfxdamage(target[;]1);,Broken Gadget,NORMAL,,GRAY,,,,,0,NO,NO,ncr,,,,,,,,,,,,
Pulsing Cauldron,Do [sword]1 damage|On low (1-3)[;] get a high dice|On high (4-6)[;] get a low dice,1,attack(1); sfxdamage(target[;]1); if(d < 4) givedice(rand([4[;]5[;]6])); else givedice(rand([1[;]2[;]3]));,Broken Gadget,NORMAL,,GRAY,change_power,change_power,,,0,NO,NO,ncr,1,,,,,,,,,,,if(d < 4) givedice(rand([4[;]5[;]6])); else givedice(rand([1[;]2[;]3]));
Pulsing Cauldron_upgraded,Do [sword]1 damage|On 1-3[;] get 4-6. On 4-6[;] get 1-3|,1,attack(1); sfxdamage(target[;]1); if(d < 4) givedice(rand([4[;]5[;]6])); else givedice(rand([1[;]2[;]3]));,Broken Gadget,NORMAL,,GRAY,,,,,2,NO,NO,ncr,,,,,,,,,,,,if(d < 4) givedice(rand([4[;]5[;]6])); else givedice(rand([1[;]2[;]3]));
Pulsing Cauldron_downgraded,Do [sword]1 damage,1,attack(1); sfxdamage(target[;]1);,Broken Gadget,NORMAL,,GRAY,,,,,0,NO,NO,ncr,,,,,,,,,,,,
Sparkthrower,Do [sword]2 damage|[shock]<timesused> shock[;] +1 per use,1,attack(2); sfxdamage(target[;]2); inflict(SHOCK[;]e.timesused + 1);,Electrify,NORMAL,,GREEN,change_power,change_power,,,0,NO,NO,ncr|excludefromrandomlists,1,,,,,,,,,,,
Sparkthrower_downgraded,Do [sword]1 damage|[shock]<timesused> shock[;] +1 per use,1,attack(1); sfxdamage(target[;]1); inflict(SHOCK[;]e.timesused + 1);,Electrify,NORMAL,,GREEN,,,,,0,NO,NO,ncr|excludefromrandomlists,,,,,,,,,,,,
Sparkthrower_upgraded,Do [sword]3 damage|[shock]<timesused> shock[;] +1 per use,1,attack(3); sfxdamage(target[;]3); inflict(SHOCK[;]e.timesused + 1);,Electrify,NORMAL,,GREEN,,,,,0,NO,NO,ncr|excludefromrandomlists,,,,,,,,,,,,
Earsplitter,Do [sword]2 damage|[weaken]<timesused> weaken[;] +1 per use,1,attack(2); sfxdamage(target[;]2); inflict(WEAKEN[;]e.timesused + 1);,Scream,NORMAL,,PURPLE,change_power,change_power,,,0,NO,NO,ncr|excludefromrandomlists,1,,,,,,,,,,,
Earsplitter_downgraded,Do [sword]1 damage|[weaken]<timesused> weaken[;] +1 per use,1,attack(1); sfxdamage(target[;]1); inflict(WEAKEN[;]e.timesused + 1);,Scream,NORMAL,,PURPLE,,,,,0,NO,NO,ncr|excludefromrandomlists,,,,,,,,,,,,
Earsplitter_upgraded,Do [sword]3 damage|[weaken]<timesused> weaken[;] +1 per use,1,attack(3); sfxdamage(target[;]3); inflict(WEAKEN[;]e.timesused + 1);,Scream,NORMAL,,PURPLE,,,,,0,NO,NO,ncr|excludefromrandomlists,,,,,,,,,,,,
Silver Sword@witch,Do [sword]<d6> damage[;] on odd[;]|this can kill vampires,1,if(d % 2 == 1 && target.hp <= d && getstatus(VAMPIRE) > 0) { removestatus(VAMPIRE[;] ALL); } attack(d); /*reamer pointed this out: if you have no dice manip; get bounty hunter rule; and then have to fight drake with an item that only kills vampires on a number you can't get (steel sword); you're screwed. also i think silver is more associated with warding off vampires than steel is*/,Heat Ray,NORMAL,,GRAY,change_power,change_power,vampire,,0,NO,NO,witchonly|ncr,2,if(target.innate.indexOf(~vampire~) != -1 && !Rules.hasalternate(~vampire~)) { for(i in 0...target.innate.length) { if(target.innate[i] == ~vampire~) { target.innate[i] = ~can only be killed with a ~ + e.displayname.toLowerCase(); inflict(VAMPIRE); } } },,,,,,,,,,
Silver Sword@witch_downgraded,Do [sword]<d6> damage[;] on odd[;]|this can kill vampires,1,if(d % 2 == 1 && target.hp <= d && getstatus(VAMPIRE) > 0) { removestatus(VAMPIRE[;] ALL); } attack(d);,Heat Ray,MIN4,,GRAY,,,,,0,NO,NO,witchonly|ncr,,if(target.innate.indexOf(~vampire~) != -1 && !Rules.hasalternate(~vampire~)) { for(i in 0...target.innate.length) { if(target.innate[i] == ~vampire~) { target.innate[i] = ~can only be killed with a ~ + e.displayname.toLowerCase(); inflict(VAMPIRE); } } },,,,,,,,,,
Silver Sword@witch_upgraded,Do [sword]<d6> dmg[;] on odd[;]|this can kill vampires,1,if(d % 2 == 1 && target.hp <= d && getstatus(VAMPIRE) > 0) { removestatus(VAMPIRE[;] ALL); } attack(d);,Heat Ray,NORMAL|FREE2,,GRAY,,,,,0,NO,NO,witchonly|ncr,,if(target.innate.indexOf(~vampire~) != -1 && !Rules.hasalternate(~vampire~)) { for(i in 0...target.innate.length) { if(target.innate[i] == ~vampire~) { target.innate[i] = ~can only be killed with a ~ + e.displayname.toLowerCase(); inflict(VAMPIRE); } } },,,,,,,,,,
Silver Sword?@witch,Do [sword]<d6> damage|(to vampires),1,if(target.name == ~Drake~ # target.hasstatus(VAMPIRE)) { attack(d); sfxdamage(target[;]d); } else self.textparticle(~No effect!~);,Heat Ray,ODD|FREE5,,GRAY,change_power,change_power,,,0,NO,NO,witchonly|alternateversion|excludefromrandomlists|ncr,2,,,,,,,,,,,
Silver Sword?@witch_downgraded,Do [sword]<d6> damage|(to vampires),1,if(target.name == ~Drake~ # target.hasstatus(VAMPIRE)) { attack(d); sfxdamage(target[;]d); } else self.textparticle(~No effect!~);,Heat Ray,REQUIRE5|FREE5,,GRAY,,,,,0,NO,NO,witchonly|alternateversion|excludefromrandomlists|ncr,,,,,,,,,,,,
Silver Sword?@witch_upgraded,Do [sword]<d6> damage|(to vampires),1,if(target.name == ~Drake~ # target.hasstatus(VAMPIRE)) { attack(d); sfxdamage(target[;]d); } else self.textparticle(~No effect!~);,Heat Ray,FREE5|ODD|FREE5,,GRAY,,,,,0,NO,NO,witchonly|alternateversion|excludefromrandomlists|ncr,,,,,,,,,,,,
Glue Gun,[lock]Counter a random dice|that's not countered yet|,1,var availablecounters = [1[;]2[;]3[;]4[;]5[;]6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + rand(availablecounters)); sfx(~_lock~); },Confiscate,COUNTDOWN,5,PURPLE,change_power,change_power,,none,3,NO,NO,ncr,,,,,,,,,,,,
Glue Gun_upgraded,[lock]Counter a random dice|that's not countered yet|,1,var availablecounters = [1[;]2[;]3[;]4[;]5[;]6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + rand(availablecounters)); sfx(~_lock~); },Confiscate,COUNTDOWN,5,PURPLE,,,,none,6,NO,NO,ncr,,,,,,,,,,,,
Glue Gun_downgraded,[lock]Counter a random dice|that's not countered yet|,1,var availablecounters = [1[;]2[;]3[;]4[;]5[;]6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + rand(availablecounters)); sfx(~_lock~); },Confiscate,COUNTDOWN,5,PURPLE,,,,none,2,NO,NO,ncr,,,,,,,,,,,,
Flamebringer,Do [sword]2 damage|Last use: +[fire]4 burn|,1,attack(2); sfxdamage(target[;]2); if(e.usesleft == 0) { inflict(FIRE[;]4); sfx(~_fire~[;]~~[;]0.2); },Heat Ray,COUNTDOWN,4,RED,change_power,change_power,,,4,NO,NO,ncr,1,,,,,,,,,,,
Flamebringer_downgraded,Do [sword]2 damage|,1,attack(2); sfxdamage(target[;]2);,Heat Ray,COUNTDOWN,4,RED,,,,,4,NO,NO,ncr,,,,,,,,,,,,
Flamebringer_upgraded,Do [sword]3 damage|Last use: +[fire]4 burn|,1,attack(3); sfxdamage(target[;]3); if(e.usesleft == 0) { inflict(FIRE[;]4); sfx(~_fire~[;]~~[;]0.2); } /*attack(2); if(e.usesleft == 0) { attack(8[;]FIRE); sfx(~_fire~[;]~~[;]0.2); sfxdamage(target[;]10); } else { sfxdamage(target[;]2); }*/,Heat Ray,COUNTDOWN,4,RED,,,,,4,NO,NO,ncr,,,,,,,,,,,,
Spin Attack,Do [sword]<d6> damage. On 6[;]|[lock]counter a random dice|that's not countered yet,2,attack(d); sfxdamage(target[;]d); if(d == 6) { var availablecounters = [1[;]2[;]3[;]4[;]5[;]6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + rand(availablecounters)); sfx(~_lock~[;]~~[;]0.2); } },Copyright Strike,NORMAL,,PURPLE,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Spin Attack_downgraded,Do [sword]<d6> damage. On 6[;]|[lock]counter the lowest dice|that's not countered yet,2,attack(d); sfxdamage(target[;]d); if(d == 6) { var availablecounters = [1[;]2[;]3[;]4[;]5[;]6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + availablecounters[0]); sfx(~_lock~[;]~~[;]0.2); } },Copyright Strike,NORMAL,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Spin Attack_upgraded,Do [sword]<d6> damage. On 6[;]|[lock]counter the highest dice|that's not countered yet,2,attack(d); sfxdamage(target[;]d); if(d == 6) { var availablecounters = [1[;]2[;]3[;]4[;]5[;]6]; for(num in availablecounters) { if(getstatus(~counter_~ + num) > 0) { availablecounters.remove(num); } } if(availablecounters.length == 0) { self.textparticle(~No effect!~); } else { inflict(~counter_~ + availablecounters[availablecounters.length - 1]); sfx(~_lock~[;]~~[;]0.2); } },Copyright Strike,NORMAL,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Tootsie Pop,Reroll the dice. On 6[;]|instead return two 6s,2,if(d == 6) givedice([6[;]6]); else givedice();,Megabump,NORMAL,,ORANGE,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Tootsie Pop_upgraded,Roll a higher dice. On 6[;]|instead return two 6s,2,if(d >= 6) givedice([6[;]6]); else givedice(rand([6[;]5[;]4[;]3[;]2[;]1].splice(0[;]6-d))); /*awful. who wrote this*/,Megabump,NORMAL,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Tootsie Pop_downgraded,Reroll the dice. On 6[;]|instead return two 1s,2,if(d == 6) givedice([1[;]1]); else givedice();,Megabump,NORMAL,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Deadbolt,Do [sword]6 damage[;]|50% chance to [lock]Lock,2,attack(6); var odds = 50; if(getstatusself(~luck~) > 0 # getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { inflict(LOCK); sfx(~_lock~); self.textparticle(~Success!~); },Copyright Strike,COUNTDOWN,8,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Deadbolt_upgraded,Do [sword]6 damage[;]|if filled perfectly[;] [lock]Lock,2,var dicehistory = runscript(~getfixeddh~[;][e]); attack(6); var sum = 0; for (i in 0...dicehistory.length) { sum += dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(LOCK); sfx(~_lock~); self.textparticle(~Success!~); },Copyright Strike,COUNTDOWN,8,PURPLE,,,,,0,NO,NO,,,e.setvar(~sourceequipment~[;]e);,e.resetvar(~sourceequipment~); e.resetvar(~dicehistory~);,e.setvar(~sourceequipment~[;]e);,,,,,,,runscript(~fixfurydh~[;][e]);,
Deadbolt_downgraded,Do [sword]6 damage,2,attack(6); /*var sfxdone = false; var odds = 50; if(getstatusself(~luck~) > 0 # getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { inflict(LOCK); sfx(~_lock~); sfxdone = true; } odds = 50; if(getstatusself(~luck~) > 0 # getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { inflictself(LOCK); if(!sfxdone) { sfx(~_lock~); } } */,Copyright Strike,COUNTDOWN,8,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Saving Throw,Get a new dice. On 1[;]|get a dice over 3,1,if(d == 1) { givedice(rand([4[;]5[;]6])); } else givedice();,Double Whammy,MAX3,,GREEN,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Saving Throw_upgraded,Get a dice over 3,1,givedice(rand([4[;]5[;]6]));,Double Whammy,MAX3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Saving Throw_downgraded,Get a new dice. On 1[;]|get a dice 3 or less,1,if(d == 1) { givedice(rand([1[;]2[;]3])); } else givedice();,Double Whammy,MAX3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Bonecrusher,Deal [sword]<d6> damage. On 4[;]|[curse]Curse the enemy,1,attack(d); sfxdamage(target[;]d); if(d == 4) inflict(CURSE);,Cackle,MAX4,,GRAY,change_power,change_function,,,0,NO,NO,,2,,,,,,,,,,,
Bonecrusher_upgraded,Deal [sword]<d6> damage. On even[;]|[curse]Curse the enemy,1,attack(d); sfxdamage(target[;]d); if(d % 2 == 0) inflict(CURSE);,Cackle,MAX4,,GRAY,,,,,0,NO,NO,,,,,,,,,,,,,
Bonecrusher_downgraded,Deal [sword]<d6> damage,1,attack(d); sfxdamage(target[;]d);,Cackle,MAX4,,GRAY,,,,,0,NO,NO,,,,,,,,,,,,,
Veneer,Charge limit break by [confuse]2,1,sfx(~_cure~); if(self.limitvalue != null && self.limitmax != null) { self.limitvalue += 2; if(self.limitvalue > self.limitmax) { self.limitvalue = self.limitmax; } },Magic Six,NORMAL,,ORANGE,change_power,change_power,,none,0,YES,NO,,,,,,,,,,,,,
Veneer_upgraded,Charge limit break by [confuse]3,1,sfx(~_cure~); if(self.limitvalue != null && self.limitmax != null) { self.limitvalue += 3; if(self.limitvalue > self.limitmax) { self.limitvalue = self.limitmax; } },Magic Six,NORMAL,,ORANGE,,,,none,0,YES,NO,,,,,,,,,,,,,
Veneer_downgraded,Charge limit break by [confuse]1,1,sfx(~_cure~); if(self.limitvalue != null && self.limitmax != null) { self.limitvalue += 1; if(self.limitvalue > self.limitmax) { self.limitvalue = self.limitmax; } } /*ultimately i quite like what i'd ended up with for ncr jester. by settling for bop bop draining on 6 rather than on snap; it essentially takes on the roles of bop *and* sweets both at once while not being redundant to zoop zoop (since zoop zoop does less damage on 4s and 5s); which allows me to replace sweets with an item that doesn't heal whatsoever. also; ncr almost entirely outdoes vanilla pack with snap (and pu pack if you don't copy kapow) since heal doubles as damage; zoop zoop does 6 damage when snapped; and your limit gets charged *again*; but zoop zoop+ isn't nearly as strong as boop+ or kapow+; which balances it somewhat*/,Magic Six,NORMAL,,ORANGE,,,,none,0,YES,NO,,,,,,,,,,,,,
Sceptre,Deal [vanish]6 damage|Inflict [vanish]1 vanish,2,sfxdamage(target[;]6); attack(6[;] VANISH); inflict(~fade~); /*staff*/,Hadoken,COUNTDOWN,8,PINK,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Sceptre_downgraded,Deal [vanish]3 damage|Inflict [vanish]1 vanish,2,sfxdamage(target[;]3); attack(3[;] VANISH); inflict(~fade~);,Hadoken,COUNTDOWN,8,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Sceptre_upgraded,Deal [vanish]8 damage|Inflict [vanish]1 vanish,2,sfxdamage(target[;]8); attack(8[;] VANISH); inflict(~fade~);,Hadoken,COUNTDOWN,8,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Revolver,Do damage equal to|2x excess value inserted,2,var dicehistory = e.dicehistory; var sum = 0; for(i in 0...dicehistory.length) { sum += dicehistory[i].basevalue; if(sum >= e.countdown) { break; } } if(sum - e.countdown > 0) { attack(2 * (sum - e.countdown)); sfx(~_fire~[;]~~[;]0.1); sfxdamage(2 * (sum - e.countdown)); } else self.textparticle(~No effect!~);,Dice Bash,COUNTDOWN,6,RED,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Revolver_upgraded,Do damage equal to|2x excess value inserted,1,var dicehistory = e.dicehistory; var sum = 0; for(i in 0...dicehistory.length) { sum += dicehistory[i].basevalue; if(sum >= e.countdown) { break; } } if(sum - e.countdown > 0) { attack(2 * (sum - e.countdown)); sfx(~_fire~[;]~~[;]0.1); sfxdamage(2 * (sum - e.countdown)); } else self.textparticle(~No effect!~);,Dice Bash,COUNTDOWN,6,RED,,,,none,0,NO,NO,,,,,,,,,,,,,
Revolver_downgraded,Do [sword]6 damage,2,attack(6); sfx(~_fire~[;]~~[;]0.1);,Dice Bash,COUNTDOWN,6,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Revolver_weakened,Do [sword]6 damage,1,attack(6); sfx(~_fire~[;]~~[;]0.1);,Dice Bash,COUNTDOWN,6,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Flicker,Vanish [vanish]1 duplicate dice,1,inflict(~fade~); sfx(~_vanish~);,Delude,EVEN,,PINK,simplify,complicate,,,0,NO,NO,,1,,,,,,,,,,,
Stockpick,Split a dice in two[;]|repeat in [jinx]2 turns,2,givedice(split(d)[;]~splitdice~); jinx(~Stockpick~[;]~split a %VAR% in two~[;]~Split a %VAR% in two~[;]~var dicelist = split(%VAR%); inflict(\~stash\~ + dicelist[0]); inflict(\~stash\~ + dicelist[1]); inflict(\~illuminate\~); sfx(\~splitdice\~);~[;]self[;]self[;]2[;]d);,Light Switch,NORMAL,,PINK,change_power,change_function,,,0,YES,NO,,,,,,,,,,,,,
Stockpick_upgraded,Split dice[;] repeat in [jinx]2 turns|On 6[;] boost Jinxes by 1 turn,2,givedice(split(d)[;]~splitdice~); jinx(~Stockpick~[;]~split a %VAR% in two~[;]~Split a %VAR% in two~[;]~var dicelist = split(%VAR%); inflict(\~stash\~ + dicelist[0]); inflict(\~stash\~ + dicelist[1]); inflict(\~illuminate\~); sfx(\~splitdice\~);~[;]self[;]self[;]2[;]d); if(d == 6) { boostjinxcountdowns(self[;] 1); boostjinxcountdowns(target[;] 1); },Light Switch,NORMAL,,PINK,,,,,0,YES,NO,,,,,,,,,,,,,
Stockpick_downgraded,Split a dice in two,2,givedice(split(d)[;]~splitdice~);,Light Switch,NORMAL,,PINK,,,,,0,YES,NO,,,,,,,,,,,,,
Plasma Rifle,Do [sword]5 damage[;] return|the first dice put in this,1,var dicehistory = e.dicehistory; attack(5); sfx(~_damage~[;]~~[;]0.1); sfx(~_plasma~); givedice(dicehistory[0].basevalue);,Dice Bash,COUNTDOWN,10,RED,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Plasma Rifle_upgraded,Do [sword]5 damage[;] return|the first dice put in this,1,var dicehistory = e.dicehistory; attack(5); sfx(~_damage~[;]~~[;]0.1); sfx(~_plasma~); givedice(dicehistory[0].basevalue);,Dice Bash,COUNTDOWN,7,RED,,,,none,0,NO,NO,,,,,,,,,,,,,
